Name,Code,Type,SubBasin,City,State,Responsible,Latitude,Longitude,StartDate,EndDate,NYD,MD,N_YWOMD,YWMD
SÃO BERNARDO,02854013,2,75,TUPANCIRETÃ,RIO GRANDE DO SUL,ANA,-28.9053,-54.065,1983/01/22,2019/10/31,37,1.5,27,27.0
SANTO ANGELO - IPAGRO,02854014,2,75,SANTO ANGELO,RIO GRANDE DO SUL,INMET,-28.3036,-54.2625,2004/08/13,2008/08/31,5,0.5,3,40.0
PONTE MÍSTICA,02854015,2,75,ROLADOR,RIO GRANDE DO SUL,ANA,-28.1814,-54.7383,2001/03/01,2009/07/31,9,6.3,6,33.3
JÓIA,02854018,2,75,JÓIA,RIO GRANDE DO SUL,ANA,-28.6492,-54.1133,2002/12/23,2019/10/31,18,6.2,3,83.3
MAUÁ,02854019,2,75,SANTO ANGELO,RIO GRANDE DO SUL,ANA,-28.3022,-54.1342,2008/01/01,2010/10/31,3,35.3,1,66.7
CGH CARAGUATÁ,02854020,2,74,CAMPINA DAS MISSÕES,RIO GRANDE DO SUL,COOPERLUZ,-28.0242,-54.8381,2008/09/01,2008/09/30,1,0.0,0,100.0
GARRUCHOS,02855001,2,75,GARRUCHOS,RIO GRANDE DO SUL,ANA,-28.1878,-55.6369,1949/03/24,2019/10/31,71,3.2,57,19.7
PASSO DO SARMENTO,02855002,2,75,SANTO ANTÔNIO DAS M,RIO GRANDE DO SUL,ANA,-28.2089,-55.3233,1957/10/21,2019/10/31,63,3.0,51,19.0
PASSO DO NOVO,02855004,2,75,SÃO BORJA,RIO GRANDE DO SUL,ANA,-28.6781,-55.5811,1978/08/19,2019/10/31,42,1.9,30,28.6
FAZENDA SANTA CECÍLIA DO BUTUI,02855005,2,75,SÃO BORJA,RIO GRANDE DO SUL,ANA,-28.9897,-55.6742,1963/11/01,2019/09/30,57,3.4,38,33.3
FAZENDA SÃO RAFAEL,02855006,2,75,SÃO BORJA,RIO GRANDE DO SUL,ANA,-28.8833,-55.65,1945/03/15,1950/12/31,6,1.5,4,33.3
SANTO ANTÔNIO DAS MISSÕES,02855007,2,75,SANTO ANTÔNIO DAS M,RIO GRANDE DO SUL,ANA,-28.4925,-55.2308,1983/01/11,2019/10/31,37,4.0,24,35.1
ITACUMBI,02855008,2,75,ITACURUBI,RIO GRANDE DO SUL,ANA,-28.7739,-55.2572,2000/01/18,2019/09/30,20,6.3,6,70.0
SAMBURÁ,02855012,2,75,SÃO BORJA,RIO GRANDE DO SUL,ANA,-28.4056,-55.6103,2004/08/13,2019/10/31,16,5.0,11,31.2
PASSO SÃO BORJA,02856002,2,75,SÃO BORJA,RIO GRANDE DO SUL,ANA,-28.6167,-56.0333,1970/03/19,1976/11/09,7,0.0,5,28.6
SÃO BORJA,02856003,2,75,SÃO BORJA,RIO GRANDE DO SUL,INMET,-28.65,-56.0,1939/01/01,1966/05/31,28,0.4,25,10.7
PASSO SÃO BORJA,02856006,2,75,SÃO BORJA,RIO GRANDE DO SUL,ANA,-28.6664,-55.9797,1985/03/01,2019/10/31,35,3.8,16,54.3
CUNHA,02856007,2,75,MAÇAMBARÁ,RIO GRANDE DO SUL,ANA,-28.8975,-56.085,1986/04/01,2019/10/31,34,4.7,19,44.1
PRAIA GRANDE,02949001,2,84,PRAIA GRANDE,SANTA CATARINA,ANA,-29.1958,-49.9633,1976/11/26,2019/09/30,44,2.2,25,43.2
TORRES,02949002,2,87,TORRES,RIO GRANDE DO SUL,INMET,-29.3447,-49.7281,1939/01/01,1998/12/31,60,11.6,43,28.3
SOMBRIO,02949003,2,84,SOMBRIO,SANTA CATARINA,ANA,-29.0458,-49.6067,1976/03/13,2019/09/30,44,2.4,24,45.5
PORTO GUERREIRO,02949011,2,87,TRÊS CACHOEIRAS,RIO GRANDE DO SUL,DEPRC,-29.4167,-49.9,1948/01/01,1977/06/30,30,0.1,28,6.7
ARARICÁ,02950001,2,87,ARARICÁ,RIO GRANDE DO SUL,CEEE,-29.6167,-50.9167,1962/11/01,1980/12/31,19,0.0,17,10.5
ARROIO DA DIVISA,02950002,2,87,SÃO FRANCISCO DE PA,RIO GRANDE DO SUL,ANA,-29.3,-50.5833,1944/01/01,1945/12/31,2,0.0,2,0.0
AZULEGA,02950003,2,86,CAMBARÁ DO SUL,RIO GRANDE DO SUL,CEEE,-29.15,-50.1667,1947/05/31,1978/12/31,32,0.0,30,6.2
UHE BUGRES BARRAMENTO BLANG,02950004,2,87,SÃO FRANCISCO DE PA,RIO GRANDE DO SUL,CEEE,-29.3267,-50.6178,1958/02/01,1980/12/31,23,0.5,16,30.4
UHE BUGRES BARRAMENTO DIVISA,02950005,2,87,SÃO FRANCISCO DE PA,RIO GRANDE DO SUL,CEEE,-29.2994,-50.5697,1961/01/01,1980/12/31,20,0.3,16,20.0
UHE BUGRES BARRAMENTO SALTO,02950006,2,87,SÃO FRANCISCO DE PA,RIO GRANDE DO SUL,CEEE,-29.3153,-50.6806,1941/01/01,2009/05/31,69,61.2,15,78.3
CAMBARÁ DO SUL,02950007,2,86,CAMBARÁ DO SUL,RIO GRANDE DO SUL,CEEE,-29.05,-50.15,1944/08/08,1978/12/31,35,0.0,34,2.9
CAMISAS,02950008,2,86,CAMBARÁ DO SUL,RIO GRANDE DO SUL,ANA,-29.1083,-50.1875,1946/02/19,2019/10/31,74,4.6,65,12.2
CANELA,02950009,2,87,CANELA,RIO GRANDE DO SUL,CEEE,-29.3667,-50.8,1941/05/01,1978/12/31,38,2.8,34,10.5
CERRITO,02950011,2,87,SÃO FRANCISCO DE PA,RIO GRANDE DO SUL,CEEE,-29.2667,-50.4833,1941/04/01,1978/12/31,38,2.7,34,10.5
COLÔNIA RIZICOLA N.1,02950012,2,87,OSÓRIO,RIO GRANDE DO SUL,IRGA,-29.9,-50.2333,1945/01/01,1964/08/31,20,8.5,14,30.0
ENTREPELADO,02950013,2,87,TAQUARA,RIO GRANDE DO SUL,CEEE,-29.7167,-50.7333,1955/08/01,1980/12/31,26,0.1,19,26.9
FAZENDA DO PASSO RASO,02950014,2,86,JAQUIRANA,RIO GRANDE DO SUL,CEEE,-29.1,-50.4167,1947/07/23,1976/03/31,30,0.0,28,6.7
GLORINHA,02950016,2,87,GLORINHA,RIO GRANDE DO SUL,ANA,-29.8828,-50.7889,1976/03/09,2019/10/31,44,10.0,26,40.9
LAGOA DOS BARROS,02950017,2,87,SANTO ANTÔNIO DA PA,RIO GRANDE DO SUL,DEPRC,-29.9,-50.4333,1944/09/20,1978/12/31,35,0.9,32,8.6
LAGOA DOS QUADROS,02950018,2,87,MAQUINÉ,RIO GRANDE DO SUL,DEPRC,-29.65,-50.1167,1947/09/10,1978/12/31,32,0.3,29,9.4
LAJEADO GRANDE,02950019,2,86,SÃO FRANCISCO DE PA,RIO GRANDE DO SUL,ANA,-29.0994,-50.6308,1941/04/22,2019/10/31,79,4.1,72,8.9
MORRINHOS,02950020,2,87,SÃO FRANCISCO DE PA,RIO GRANDE DO SUL,CEEE,-29.3833,-50.3667,1941/04/21,1980/12/31,40,1.6,34,15.0
PASSO DO LOURO,02950022,2,87,CANELA,RIO GRANDE DO SUL,CEEE,-29.3986,-50.7525,1943/01/04,1958/03/31,16,0.0,14,12.5
POTREIRO NOVO,02950024,2,87,SÃO FRANCISCO DE PA,RIO GRANDE DO SUL,CEEE,-29.4167,-50.3,1946/02/28,1970/09/28,25,0.3,23,8.0
POVOADO AVENIDA,02950025,2,87,GRAMADO,RIO GRANDE DO SUL,DEPRC,-29.3667,-50.85,1951/04/01,1978/12/31,28,3.5,21,25.0
RENANIA,02950026,2,87,GRAMADO,RIO GRANDE DO SUL,CEEE,-29.4167,-50.9,1944/08/09,1978/12/31,35,1.7,29,17.1
RIO DOS CARVALHOS,02950027,2,87,ITATI,RIO GRANDE DO SUL,CEEE,-29.3856,-50.1908,1998/01/01,2000/12/31,3,2.4,2,33.3
ROLANTE,02950028,2,87,ROLANTE,RIO GRANDE DO SUL,ANA,-29.6508,-50.5728,1961/01/01,2019/07/31,59,7.6,53,10.2
SANDER,02950029,2,87,TRÊS COROAS,RIO GRANDE DO SUL,CEEE,-29.4833,-50.7833,1943/01/01,1978/12/31,36,5.6,33,8.3
SANTA TERESA,02950030,2,87,SÃO FRANCISCO DE PA,RIO GRANDE DO SUL,CEEE,-29.4667,-50.3667,1946/02/15,1978/12/31,33,0.0,31,6.1
SANTO ANTÔNIO,02950031,2,87,SANTO ANTÔNIO DA PA,RIO GRANDE DO SUL,CEEE,-29.8178,-50.5214,1944/01/01,2012/12/31,69,22.3,51,26.1
SÃO FRANCISCO DE PAULA,02950032,2,87,SÃO FRANCISCO DE PA,RIO GRANDE DO SUL,INMET,-29.3333,-50.5167,1912/01/01,1961/11/30,50,0.0,46,8.0
SECA,02950033,2,86,CAXIAS DO SUL,RIO GRANDE DO SUL,ANA,-29.0719,-50.9739,1944/08/31,2019/10/31,76,4.3,70,7.9
SERRA DO PINTO,02950034,2,87,ITATI,RIO GRANDE DO SUL,ANA,-29.3758,-50.1803,1960/10/01,2019/10/31,60,5.7,52,13.3
TAINHAS,02950035,2,86,CAMBARÁ DO SUL,RIO GRANDE DO SUL,CEEE,-29.2667,-50.3,1944/08/07,1978/12/31,35,0.3,32,8.6
TAQUARA,02950036,2,87,TAQUARA,RIO GRANDE DO SUL,INMET,-29.75,-50.75,1961/01/01,1965/12/31,5,3.6,4,20.0
TAQUARA,02950037,2,87,TAQUARA,RIO GRANDE DO SUL,DEPRC,-29.6667,-50.7833,1950/12/22,1978/12/31,29,0.3,24,17.2
TERRA DE AREIA,02950038,2,87,TERRA DE AREIA,RIO GRANDE DO SUL,ANA,-29.5911,-50.0336,1974/01/01,2019/10/31,46,3.4,31,32.6
VÁRZEA SÃO JOÃO,02950041,2,87,SÃO FRANCISCO DE PA,RIO GRANDE DO SUL,CEEE,-29.3167,-50.4167,1947/05/30,1978/12/31,32,0.1,29,9.4
CANELA,02950042,2,87,CANELA,RIO GRANDE DO SUL,INMET,-29.3333,-50.8,1975/01/01,1988/12/31,14,66.5,0,100.0
SALTO,02950044,2,87,SÃO FRANCISCO DE PA,RIO GRANDE DO SUL,ANA,-29.2833,-50.6608,1941/01/01,1948/07/31,8,10.9,6,25.0
GRANJA SAINT PASTOUS,02950047,2,87,PALMARES DO SUL,RIO GRANDE DO SUL,ANA,-30.4,-50.5333,1957/10/28,1958/04/30,2,0.0,0,100.0
FAXINAL DOS PELÚCIOS,02950048,2,86,JAQUIRANA,RIO GRANDE DO SUL,CEEE,-29.05,-50.4333,1976/06/29,2001/12/31,26,59.4,7,73.1
LINHA GONZAGA,02950050,2,87,CAXIAS DO SUL,RIO GRANDE DO SUL,ANA,-29.3072,-50.9953,2017/02/11,2019/10/31,3,3.0,1,66.7
TRAMANDAÍ,02950051,2,87,IMBÉ,RIO GRANDE DO SUL,ANA,-29.9667,-50.1167,1943/01/01,1945/11/30,3,2.9,1,66.7
CAMBARÁ DO SUL,02950054,2,86,CAMBARÁ DO SUL,RIO GRANDE DO SUL,INMET,-29.05,-50.1333,1998/01/01,1998/12/31,1,0.3,0,100.0
MÃE DOS HOMENS,02950056,2,84,PRAIA GRANDE,SANTA CATARINA,ANA,-29.2481,-50.0692,1983/01/09,2019/09/30,37,10.0,12,67.6
AGROPECUÁRIA ANJU,02950059,2,87,GLORINHA,RIO GRANDE DO SUL,ANA,-29.8167,-50.7425,1991/08/14,2019/10/31,29,8.6,9,69.0
SANTO ANTÔNIO DA PATRULHA,02950060,2,87,SANTO ANTÔNIO DA PA,RIO GRANDE DO SUL,ANA,-29.8317,-50.5486,1991/08/26,2019/10/31,29,8.2,8,72.4
MORUNGAVA,02950061,2,87,GRAVATAÍ,RIO GRANDE DO SUL,ANA,-29.8508,-50.9103,1991/08/14,2009/03/31,19,12.2,2,89.5
FAZENDA NOSSA SENHORA CONCEIÇÃO,02950062,2,87,SANTO ANTÔNIO DA PA,RIO GRANDE DO SUL,ANA,-29.9608,-50.5994,1991/09/01,2019/10/31,29,7.9,4,86.2
VILA TAINHAS,02950063,2,86,SÃO FRANCISCO DE PA,RIO GRANDE DO SUL,ANA,-29.2769,-50.3106,2000/04/05,2019/10/31,20,4.3,12,40.0
TAQUARA MONTANTE,02950068,2,87,TAQUARA,RIO GRANDE DO SUL,ANA,-29.7208,-50.735,2009/10/01,2019/10/31,11,13.0,0,100.0
BENTO GONÇALVES,02951003,2,86,BENTO GONÇALVES,RIO GRANDE DO SUL,INMET,-29.15,-51.5167,1935/09/01,1998/12/31,64,21.5,36,43.8
CAÍ,02951005,2,87,SÃO SEBASTIÃO DO CA,RIO GRANDE DO SUL,CEEE,-29.5833,-51.3667,1962/11/30,1980/12/31,19,0.1,12,36.8
CARLOS BARBOSA,02951007,2,86,CARLOS BARBOSA,RIO GRANDE DO SUL,DEPRC,-29.2833,-51.4833,1952/04/01,1966/12/31,15,0.6,12,20.0
CAXIAS DO SUL,02951008,2,87,CAXIAS DO SUL,RIO GRANDE DO SUL,INMET,-29.1964,-51.1864,1912/04/01,1998/12/31,87,28.5,40,54.0
ENCANTADO,02951010,2,86,ENCANTADO,RIO GRANDE DO SUL,ANA,-29.2378,-51.8594,1943/04/19,2019/10/31,77,3.4,57,26.0
ENCANTADO,02951011,2,86,ENCANTADO,RIO GRANDE DO SUL,DEPRC,-29.2333,-51.8667,1943/05/01,1951/12/31,9,1.9,7,22.2
ESTRELA,02951012,2,86,CRUZEIRO DO SUL,RIO GRANDE DO SUL,SOPRS,-29.5167,-51.9833,1950/06/27,1952/03/31,3,56.7,0,100.0
FELIZ,02951014,2,87,FELIZ,RIO GRANDE DO SUL,DEPRC,-29.45,-51.3,1950/06/25,1978/12/31,29,11.9,19,34.5
FLORES DA CUNHA,02951015,2,86,FLORES DA CUNHA,RIO GRANDE DO SUL,DEPRC,-29.0167,-51.1667,1952/02/29,1978/12/31,27,14.5,22,18.5
JANSEN,02951017,2,86,FARROUPILHA,RIO GRANDE DO SUL,ANA,-29.3908,-51.8489,1962/11/01,2019/10/31,58,5.7,52,10.3
LAJEADO,02951018,2,86,LAJEADO,RIO GRANDE DO SUL,ANA,-29.4667,-51.9667,1939/10/20,1980/07/12,42,0.0,40,4.8
MONTE BELO,02951019,2,86,MONTE BELO DO SUL,RIO GRANDE DO SUL,CEEE,-29.1667,-51.6333,1996/01/01,2001/12/31,6,0.0,6,0.0
MONTE CLARO,02951020,2,86,VERANÓPOLIS,RIO GRANDE DO SUL,CEEE,-29.0333,-51.5167,1996/01/01,2001/12/31,6,0.0,5,16.7
MONTENEGRO,02951021,2,87,MONTENEGRO,RIO GRANDE DO SUL,ANA,-29.6686,-51.4281,1943/04/12,1989/10/31,47,5.2,39,17.0
NOVA PALMIRA,02951022,2,87,CAXIAS DO SUL,RIO GRANDE DO SUL,ANA,-29.335,-51.1903,1943/04/28,2019/10/31,77,1.4,62,19.5
NOVA PETRÓPOLIS,02951023,2,87,NOVA PETRÓPOLIS,RIO GRANDE DO SUL,CEEE,-29.3667,-51.1,1999/01/01,2000/12/31,2,0.1,1,50.0
PORTO GARIBALDI,02951024,2,87,MONTENEGRO,RIO GRANDE DO SUL,ANA,-29.8117,-51.3869,1970/02/16,2019/10/31,50,2.8,31,38.0
SÃO JERÔNIMO,02951025,2,87,SÃO JERÔNIMO,RIO GRANDE DO SUL,ANA,-29.9544,-51.6908,1942/04/01,1986/05/31,45,3.7,33,26.7
SÃO VENDELINO,02951027,2,87,SÃO VENDELINO,RIO GRANDE DO SUL,ANA,-29.3664,-51.3711,1970/01/01,2019/10/31,50,3.4,34,32.0
SAPUCAIA DO SUL,02951028,2,87,SAPUCAIA DO SUL,RIO GRANDE DO SUL,ANA,-29.82,-51.1611,1964/09/01,2019/10/31,56,2.8,44,21.4
TAQUARI,02951030,2,86,TAQUARI,RIO GRANDE DO SUL,INMET,-29.8,-51.8167,1932/01/01,1967/01/31,36,2.0,26,27.8
LAJEADO,02951031,2,86,LAJEADO,RIO GRANDE DO SUL,DEPRC,-29.4667,-51.9667,1997/02/01,1997/02/28,1,0.0,0,100.0
TRIUNFO,02951032,2,87,TRIUNFO,RIO GRANDE DO SUL,SEMA-RS,-29.9419,-51.6942,1951/11/01,1978/12/31,28,1.3,23,17.9
VILA SCHARLAU,02951036,2,87,NOVO HAMBURGO,RIO GRANDE DO SUL,CEEE,-29.6539,-51.1842,1961/03/28,1978/12/31,18,1.9,14,22.2
BARRA DO ZEFERINO,02951039,2,86,DOUTOR RICARDO,RIO GRANDE DO SUL,DEPRC,-29.1,-51.9333,1996/01/01,1997/12/31,2,4.1,1,50.0
TOCA,02951040,2,87,SAPIRANGA,RIO GRANDE DO SUL,ANA,-29.6333,-51.0,1941/01/01,1947/04/30,7,6.6,4,42.9
RELVADO,02951042,2,86,RELVADO,RIO GRANDE DO SUL,DEPRC,-29.1167,-52.0,1948/07/01,1978/11/30,31,0.9,24,22.6
VILA PROGRESSO,02951043,2,86,CAPITÃO,RIO GRANDE DO SUL,DEPRC,-29.25,-52.0,1948/12/01,1997/12/31,50,44.7,25,50.0
SANTO AMARO DO SUL - AMARÓPOLIS,02951050,2,85,GENERAL CÂMARA,RIO GRANDE DO SUL,DEPRC,-29.9333,-51.9,1954/09/01,1978/12/31,25,0.4,21,16.0
LAJEADO,02951063,2,86,LAJEADO,RIO GRANDE DO SUL,INMET,-29.4333,-51.95,1978/10/02,1988/06/29,11,45.0,1,90.9
NOVO HAMBURGO,02951064,2,87,IVOTI,RIO GRANDE DO SUL,INMET,-29.6333,-51.1333,1988/01/01,1998/12/31,11,56.7,0,100.0
TRIUNFO,02951065,2,87,TRIUNFO,RIO GRANDE DO SUL,INMET,-29.8806,-51.3828,1979/06/19,1998/12/31,20,54.9,1,95.0
CHARQUEADAS,02951067,2,87,CHARQUEADAS,RIO GRANDE DO SUL,ANA,-29.9758,-51.6119,1985/07/12,2019/10/31,35,6.8,16,54.3
CAMPO BOM,02951069,2,87,CAMPO BOM,RIO GRANDE DO SUL,INMET,-29.6833,-51.0333,1985/01/01,1998/12/31,14,18.2,1,92.9
MUÇUM,02951070,2,86,MUÇUM,RIO GRANDE DO SUL,ANA,-29.1672,-51.8686,1987/02/26,2019/10/31,33,6.5,19,42.4
PASSO MONTENEGRO,02951080,2,87,MONTENEGRO,RIO GRANDE DO SUL,ANA,-29.7008,-51.44,2017/01/01,2019/10/31,3,17.9,0,100.0
COSTA DO RIO CADEIA - MONTANTE,02951081,2,87,SÃO SEBASTIÃO DO CA,RIO GRANDE DO SUL,ANA,-29.5897,-51.3136,2017/01/01,2019/10/31,3,3.2,0,100.0
UHE MONTE CLARO JUSANTE 1 (ALÇA),02951082,2,86,BENTO GONÇALVES,RIO GRANDE DO SUL,CERAN,-29.075,-51.5239,2009/04/01,2012/12/31,4,4.4,3,25.0
UHE 14 DE JULHO JUSANTE,02951083,2,86,COTIPORÃ,RIO GRANDE DO SUL,CERAN,-29.0797,-51.6814,2009/03/31,2012/12/31,4,4.4,3,25.0
UHE 14 DE JULHO MONTANTE,02951084,2,86,VERANÓPOLIS,RIO GRANDE DO SUL,CERAN,-29.0214,-51.5333,2009/03/05,2012/12/31,4,4.4,3,25.0
UHE 14 DE JULHO ALÇA,02951085,2,86,COTIPORÃ,RIO GRANDE DO SUL,CERAN,-29.07,-51.6342,2009/03/30,2012/12/31,4,4.4,3,25.0
UHE CASTRO ALVES BARRAMENTO,02951086,2,86,NOVA ROMA DO SUL,RIO GRANDE DO SUL,CERAN,-29.0058,-51.3853,2009/03/19,2012/12/31,4,4.4,3,25.0
UHE CASTRO ALVES ALÇA,02951087,2,86,NOVA ROMA DO SUL,RIO GRANDE DO SUL,CERAN,-29.0133,-51.3675,2009/03/18,2012/12/31,4,4.4,3,25.0
UHE CASTRO ALVES TEGA,02951088,2,86,NOVA PÁDUA,RIO GRANDE DO SUL,CERAN,-29.0633,-51.3236,2009/04/01,2012/12/31,4,4.4,3,25.0
UHE 14 DE JULHO BARRAMENTO,02951089,2,86,COTIPORÃ,RIO GRANDE DO SUL,CERAN,-29.0658,-51.6744,2009/03/28,2012/12/31,4,4.4,3,25.0
UHE MONTE CLARO BARRAMENTO,02951090,2,86,VERANÓPOLIS,RIO GRANDE DO SUL,CERAN,-29.0292,-51.5219,2009/03/20,2012/12/31,4,4.4,3,25.0
LINHA JOSÉ JÚLIO,02951092,2,86,SANTA TEREZA,RIO GRANDE DO SUL,ANA,-29.0978,-51.6997,2017/01/01,2019/10/31,3,2.9,2,33.3
BARROS CASSAL,02952001,2,86,BARROS CASSAL,RIO GRANDE DO SUL,ANA,-29.085,-52.5844,1986/04/01,2019/10/31,34,4.9,18,47.1
BARROS CASSAL,02952002,2,86,BARROS CASSAL,RIO GRANDE DO SUL,DEPRC,-29.0833,-52.5833,1948/07/01,1978/12/31,31,1.4,29,6.5
BOTUCARAI,02952003,2,85,CANDELÁRIA,RIO GRANDE DO SUL,ANA,-29.7128,-52.89,1965/12/01,2019/10/31,55,2.1,41,25.5
MARQUES DE SOUSA,02952006,2,86,TRAVESSEIRO,RIO GRANDE DO SUL,DEPRC,-29.3119,-52.0928,1949/01/01,1978/12/31,30,0.4,23,23.3
NOVA BRESCIA,02952007,2,86,NOVA BRESCIA,RIO GRANDE DO SUL,DEPRC,-29.2167,-52.0167,1949/01/01,1978/12/31,30,13.5,15,50.0
RIO PARDO,02952010,2,85,RIO PARDO,RIO GRANDE DO SUL,ANA,-29.9833,-52.35,1943/04/22,1977/05/31,35,4.1,29,17.1
RIO PARDO,02952011,2,85,RIO PARDO,RIO GRANDE DO SUL,DEPRC,-29.9833,-52.3667,1951/02/01,1977/12/31,27,10.0,12,55.6
SANTA CRUZ DO SUL,02952012,2,85,SANTA CRUZ DO SUL,RIO GRANDE DO SUL,INMET,-29.7167,-52.4333,1914/08/14,2008/07/31,95,45.5,40,57.9
POUSO NOVO,02952029,2,86,COQUEIRO BAIXO,RIO GRANDE DO SUL,DEPRC,-29.1667,-52.1667,1949/01/01,1978/12/31,30,4.5,26,13.3
CANDELÁRIA,02952034,2,85,CANDELÁRIA,RIO GRANDE DO SUL,ANA,-29.6694,-52.7903,1985/07/10,2019/09/30,35,2.9,19,45.7
HERVEIRAS,02952035,2,85,HERVEIRAS,RIO GRANDE DO SUL,ANA,-29.4539,-52.6325,2004/07/06,2019/10/31,16,4.8,11,31.2
BOQUEIRÃO DO LEÃO,02952036,2,85,BOQUEIRÃO DO LEÃO,RIO GRANDE DO SUL,ANA,-29.3125,-52.4225,2004/08/13,2019/10/31,16,6.1,8,50.0
DEODORO,02952037,2,86,VENÂNCIO AIRES,RIO GRANDE DO SUL,ANA,-29.4703,-52.2497,2004/08/15,2019/09/30,16,8.8,2,87.5
SÃO JOSÉ DO HERVAL,02952038,2,86,SÃO JOSÉ DO HERVAL,RIO GRANDE DO SUL,ANA,-29.0406,-52.2847,2004/08/26,2019/10/31,16,6.3,6,62.5
AGUDO,02953002,2,85,AGUDO,RIO GRANDE DO SUL,DEPRC,-29.65,-53.25,1954/10/14,1978/12/31,25,0.4,19,24.0
BARRAGEM DO IBICUI,02953005,2,76,JÚLIO DE CASTILHOS,RIO GRANDE DO SUL,ANA,-29.4831,-53.6856,1949/10/16,1954/08/31,6,10.3,2,66.7
UHE JACUÍ BARRAMENTO,02953006,2,85,SALTO DO JACUÍ,RIO GRANDE DO SUL,CEEE,-29.0733,-53.21,1949/02/07,1980/12/31,32,0.8,29,9.4
COLONINHA,02953007,2,85,ARROIO DO TIGRE,RIO GRANDE DO SUL,CEEE,-29.1942,-52.9522,1969/05/03,2012/12/31,44,0.0,43,2.3
DONA FRANCISCA,02953008,2,85,DONA FRANCISCA,RIO GRANDE DO SUL,ANA,-29.6244,-53.3519,1943/05/01,2019/10/31,77,3.2,66,14.3
JÚLIO DE CASTILHOS,02953011,2,85,JÚLIO DE CASTILHOS,RIO GRANDE DO SUL,INMET,-29.2167,-53.6667,1939/01/01,1950/04/30,12,19.8,7,41.7
RESTINGA SECA,02953015,2,85,RESTINGA SECA,RIO GRANDE DO SUL,DEPRC,-29.8,-53.3667,1951/02/27,1977/08/18,27,0.8,23,14.8
RINCÃO DA PORTA,02953016,2,85,PARAÍSO DO SUL,RIO GRANDE DO SUL,DEPRC,-29.7333,-53.1833,1951/03/07,1978/12/31,28,0.3,24,14.3
SANTA MARIA,02953017,2,85,SANTA MARIA,RIO GRANDE DO SUL,INMET,-29.7242,-53.72,1939/01/01,1998/12/31,60,17.1,31,48.3
SOBRADINHO,02953020,2,85,SOBRADINHO,RIO GRANDE DO SUL,DEPRC,-29.4167,-53.0333,1950/10/12,1954/12/31,5,1.2,2,60.0
USINA IVAÍ,02953022,2,85,JÚLIO DE CASTILHOS,RIO GRANDE DO SUL,CEEE,-29.1256,-53.3536,1945/01/01,1980/12/31,36,3.7,12,66.7
MASCARENHAS - FAZ.DOS COQUEIROS,02953029,2,76,JÚLIO DE CASTILHOS,RIO GRANDE DO SUL,ANA,-29.3333,-53.9,1976/07/01,1979/08/03,4,0.0,2,50.0
TUPANCIRETÃ,02953030,2,85,TUPANCIRETÃ,RIO GRANDE DO SUL,ANA,-29.0856,-53.8192,1976/07/01,2019/10/31,44,4.2,31,29.5
GUAÇUPI,02953035,2,76,JÚLIO DE CASTILHOS,RIO GRANDE DO SUL,ANA,-29.4,-53.9833,1981/06/01,1984/06/30,4,0.0,2,50.0
PASSO ESTRELA,02953036,2,85,ARROIO DO TIGRE,RIO GRANDE DO SUL,ANA,-29.2178,-53.1097,2016/03/01,2019/10/31,4,2.3,2,50.0
PASSO SÃO LOURENÇO,02953037,2,85,CACHOEIRA DO SUL,RIO GRANDE DO SUL,ANA,-30.0089,-53.015,1986/05/01,2019/10/31,34,3.5,18,47.1
CACEQUI,02954001,2,76,CACEQUI,RIO GRANDE DO SUL,ANA,-29.8786,-54.8253,1943/04/09,2019/10/31,77,1.2,69,10.4
ERNESTO ALVES,02954004,2,76,SANTIAGO,RIO GRANDE DO SUL,ANA,-29.3661,-54.7356,1959/07/17,2019/10/31,61,1.5,56,8.2
FURNAS DO SEGREDO,02954005,2,76,JAGUARI,RIO GRANDE DO SUL,ANA,-29.3589,-54.5019,1966/08/08,2019/10/31,54,1.7,46,14.8
JAGUARI,02954007,2,76,JAGUARI,RIO GRANDE DO SUL,ANA,-29.5069,-54.6775,1957/10/01,2019/08/31,63,1.8,50,20.6
PONTE TOROPI,02954010,2,76,SÃO VICENTE DO SUL,RIO GRANDE DO SUL,ANA,-29.6653,-54.4714,1957/09/20,1983/11/30,27,4.9,18,33.3
SANTIAGO,02954011,2,76,SANTIAGO,RIO GRANDE DO SUL,INMET,-29.1833,-54.8667,1939/01/01,1964/06/30,26,14.6,16,38.5
QUEVEDOS,02954019,2,76,QUEVEDOS,RIO GRANDE DO SUL,ANA,-29.3514,-54.0669,1976/05/16,2019/10/31,44,3.5,28,36.4
SANTIAGO,02954020,2,76,SANTIAGO,RIO GRANDE DO SUL,ANA,-29.1867,-54.8558,1976/08/01,2019/10/31,44,3.1,24,45.5
COLÔNIA BANHADOS,02954024,2,76,SÃO PEDRO DO SUL,RIO GRANDE DO SUL,ANA,-29.6667,-54.2167,1972/02/01,1972/02/29,1,0.0,0,100.0
FLORIDA,02954030,2,76,SANTIAGO,RIO GRANDE DO SUL,ANA,-29.2517,-54.5983,1983/01/21,2019/10/31,37,2.5,28,24.3
ESQUINA DOS LIMA (STA. BARBARA),02954031,2,75,CAPÃO DO CIPÓ,RIO GRANDE DO SUL,ANA,-29.0481,-54.5708,1983/01/22,2019/10/31,37,2.9,26,29.7
PONTE TOROPI II,02954032,2,76,SÃO PEDRO DO SUL,RIO GRANDE DO SUL,ANA,-29.6533,-54.4314,1984/05/01,2019/10/31,36,3.5,18,50.0
